sentiment,review_body,product_category
1,I love the style of this jacket!   i will be curious to see how it holds up in the rain.  it's very well made and has cute details.  it does run large.,Jackets
1,I cannot keep my hands off this gorgeous kimono - i want to wear it every day! it goes with so much of my wardrobe. it's thin  and cool (both meanings of cool apply). i like to keep my arms covered (i think my upper arms are too fat) and this kimono does just that  while keeping me cool as a cucumber  i wear a sleeveless white or gray cami under it and it is soooo comfortable  i could sleep in it. it would also look great with lime green cami and white pants. so far  i wear it with blue jeans an,Jackets
1,I fell in love with this poncho at first sight. the colors are neutral so it can be worn with a lot. i'm a typical m and it does run large so i went with a s and it's perfect. long enough to cover leggings and great for the in between seasons. i've worn it at least five times since purchase and get compliments every time.,Jackets
1,I bought this kimono only a couple weeks ago...and i think i've worn it six times already! this kimono is stunning. light  airy and the colors are absolutely gorgeous. the print is unique and bold. i've worn this over a black dress...with leggings and a white tank...with denim and every color top. the options are endless with this beauty! the only downside is the kimono is so airy and oversized that the armholes easily get hooked on things. i ripped it once but thankfully it was right down the s,Jackets
1,"Cannot believe this is still available and on sale. am 5' 6 1/2""  150lbs  size 12 is perfect. this jacket goes with everything i try it with. it is silky smooth but still has structure. is a softer blue than navy. i love it! this is an absolute steal on sale.",Jackets
1,Great jacket. love that the hoodie insert is removable so i can wear just the outer jacket for work.,Jackets
1,"Google ""mr burns see my vest"". because that's me wearing this vest  dancing around the house singing because this vest is wonderful. my three year old nephew declared it ""cozy"" and anytime i wear it he cuddles up to the vest. bonus! it's flattering  comfortable  warm  machine washable  and goes with nearly everything. i would like a onesie made of this material.",Jackets
-1,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,As another reviewer wrote.. this is not the same jean featured on the website. same cut and style but it's a light denim wash with wiskering and worn look at the knees. i called customer service to see if this was a mistake and they said there was not really a way to check it unless i exchanged them. i didnt want the same wrong jeans again so i opted out ... too bad they are cure.,Jeans
-1,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,Jeans
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,These are way oversized! i have several pairs of pilcro jeans and these run way too large. wasted money on shipping. won't do that again:(,Jeans
-1,I loved them on when i got them  but they literally frayed apart on my body as i wore them  and i had them on no more than 5 times. it was not a fit issue or a seam issue; they literally just frayed apart in two areas.  while flattering and incredibly comfortable  the fabric was not at all durable...they are not your typical  denim   they almost kind of a knit feel them.,Jeans
0,I really wanted to like these. they're soft  long enough for 5'8 1/2 and a nice color cut the rise is quite low and the hips puffed out in a weird way. have to return ;(,Jeans
0,I still have mixed feelings about this pants. the fabric is nice  soft and flows well. the fit is good  i ordered 30  could have gone with 29  not a big deal. the one thing that is off is the length - i am 5.7 and these come right to above my ankle...nowhere close to how they sit on the model. the issue with this length is that is neither here nor there  too short for regular pant length and too long for crops. i will probably have to hem them a bit  which is a disappointment when you pay so muc,Jeans
0,"Just received pants and even though they are labeled ""petite"" they are not. the inseam is 28 for a waist size 26  which is not what the description states.",Jeans
0,"The fabric is absolutely lovely on these  but very thin. the top part was tighter than usual (and i sized up from my regular pilcro jean size) and they flare a lot. so the thin  tight top was not a flattering look. the rise also felt short.     i'm 5' 4"" with a 30"" inseam and the regular length just hovered above my ankles. my husband burst out laughing when i tried them on  which is never a good reaction!  even if i hemmed them  i think these are a miss for me. will be returning.    better for",Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,"Would recommend  but with the caveat that i had to return due to the pants being way too big all over  even the length was more than i expected from the photos online. i am 5'5"" 120lbs narrow hips  usually a 25 in pants (including other level 99 pants i own). i ordered a 25 and i could have pulled them off completely buttoned  plus they went nearly to my ankles. anyhow  the material is really nice  soft and comfy  color was good (i ordered the dark)  and i could imagine they would be super cute",Jeans
0,It was way to heavy and big for someone with a petite frame like me.  i really liked the design and thought since it came in petite  i'd try it.  it would probably be better on someone much taller but the material is still too heavy.,Jeans
0,I thought these would be nice  and they are but then i started thinking that the bejewels will eventually be out of style and these can't be as much of a classic... also  the jewels make the jeans feel heavier.   fit is like most boyfriend/girlfriend jeans  slightly loose (not as much on me due to muscles) and length on petite was close to what is shown here (typical for me that it is still a bit longer  as not only am i short  but i have short legs for my shortness!)    so if you want that styl,Jeans
0,The item i received was not distressed. i bought one size larger thinking they'd be super slouchy  but they just looked sloppy. also  the hips puffed out in a very strange way. i wanted to love since they are so cute and soft  but i look like a man with hips in these jeans. returning this weekend.,Jeans
1,These are my favorite flare jeans! they have that lovely 70's style and go with everything and look great all year round. the fit is perfect. my all time favorite jeans.,Jeans
1,"I bought two pair in one week...crazy right? i am 5'11 and 150lbs. i bought the pink color  soft faded pink  which drew me to them right away...kinda soft and romantic pink. then two days later went back (one hour drive) and bought the silver which is really a worn in green color. i feel these are true to size  i wouldn't size down because these are""t super stretchy....feels like it also won't bag out during the day. i really love these cords....and the rolled up cuff is adorable.",Jeans
1,"I have a hard time with skinny pants due to my muscular thighs... but these worked. the length on the petite was a tad long  but i see on the model hers do a similar thing so perhaps it is meant to be that way... would look better with heels for me (below 5'2"")",Jeans
1,Tts - bought my usual pilcro size. enjoy the fit of these better than the serif style.,Jeans
1,"I am always on the hunt for jeans and regularly buy paige - these jeans are different than the regular paige styles  in all the best ways. they are made with super soft denim that is comfortable and very flattering; the waist is high  so my tush doesn't hang out when i sit - i love them. i am 5'8"" and 140lbs and these are long. i can only wear them with heels  but i was looking for a dress up jean and these are it!",Jeans
1,The fit on these is amazing and the color is great too! sometimes the fading is too much on jeans but this is just right. the rise fits really well and the length is great! love pilcro!,Jeans
1,For years i've eyed these printed pilcro cord leggings. every single year in every single incredibly cool print - i've always wanted them. finally i decided to try them on after we got this green and navy print  and i'm so glad i did. these are dreamy! they are so stretchy and so comfortable! they hold snug against your leg for a very streamlined fit  but plenty of stretch so movement is no issue. the print is my favorite part. the colors are extremely fun  but still classy enough to not feel to,Jeans
1,I have been eyeing these jeans the last few times i have been in retailer shopping but did not really need another expensive pair of jeans. today i finally gave in and tried them on. i fell in love and bought them. i sized down one size. they are so darn cute!! i ended up also buying the pilcro em jeans too. loving pilcro' new cuts and styles lately. the embroidery on these jeans is unique and they are really flattering. already planning to wear them out to lunch with friends tomorrow. highly reco,Jeans
1,I love these pants. they fit great!,Jeans
-1,I purchased this in the yellow for my daughter and she has not seen it yet. the style is very cute  but the fabric is quite thin. she will have to make that call  but if i had bought it for myself  it would be going back. i'm not willing to wear a camisole under a t-shirt. it also feels like the kind of knit fabric that shrinks and skews when it's washed  so that remains to be seen.,Knits
-1,This top doesn't at all fit like it does on the model. the mid section is very wide and boxy and the material is thick and almost sweatshirt-like. i typically wear size small or 4  but perhaps an xs might've fit or looked better. sadly i must return this shirt.,Knits
-1,This really was nothing special. for $68 there are much cuter tops at retailer. it wasn't particularly flattering as it was very boxy  so it added volume. it was soft and felt like decent quality which was nice. i agree with another reviewer that the ruffles feel too big. overall  this was just a miss for me.,Knits
-1,I thought this would look great with skirts  but all my skirts are too dressy for this t-shirt. that's really all it is -- a nothing-special t-shirt. and it runs so big! i'm usually a large or xl in tops  but for this one i bought a medium  and it's still too big. i think a small would have been fine. but  as i mentioned  it doesn't go with any of my skirts  so it's not worth looking for a small.,Knits
-1,The shirt is very big. it would be cute as a maternity shirt.,Knits
-1,I had high hopes ordering this top...unfortunately the top has a metallic fiber to the material and that detail was not noted in the product description! it also felt rather cheap & scratchy  poor quality for the price.,Knits
-1,The length in the front is too short and the bottom flares a lot which is really unflattering. i love the top half of the shirt but the bottom half should be more form fitting.,Knits
-1,Agree with other poster. this shirt runs very big. i'm all for a flowy  shirt that hides my belly but this is just a tent. i'll be retuning it.,Knits
-1,I love baseball style tees and when i saw the homebase tee (in two colors no less)  i was very thrilled especially since it was during the 20% mother's day promotion on all items. based on the model's photos  the top looks flattering with a swing type style. i usually wear a medium and bought a small size in this top. when the package was delivered  i excitedly opened it and found two tees looking like maternity tops which would be lovely if i was pregnant. the tops are so wide not like the webs,Knits
0,"Like the idea of this longer tee/tunic to wear with leggings but i found it not flowly enough in my regular retailer size ( small). fit on top but not really on the bottom with the side slits. unflattering how the slits hit me. maybe for some one taller ( i am 5'3"").",Knits
0,It's a very cute design. it looks great tucked into a cute pair of jeans  if can even be dressed up. however  i agree with the previous comments about the top not staying folded down. it likes to ride up and is difficult to keep the style like the model in the picture has. it's a very cute design  it just needs to be worked with and adjusted time and time again as its worn. when it does cooperate  i've gotten many compliments on it! order a size up  i am normally a small but the medium worked be,Knits
0,I can usually be counted on to love a pretty top with lace detail and a bit of flow. this one has those qualities but it does not look great on me. perhaps it is too flowy because i am 5?3. or possibly the fabric is too soft a look on me. i did size down as reviewers suggested. maybe one size was not enough :-). i must return it.,Knits
0,I like the fabric and aesthetic of this top  and really wanted to like it  however i wish it were longer. i am a size small or med in all retailer clothes  but even the medium felt short and clingy. however that might be because i'm curvy with a long torso  so i'd definitely recommend trying this on rather than buying online!,Knits
0,I have been looking for a nice white top to go with many of my skirts for summer  and this is not it. like others  it's just so thin and sheer. i live in the south. i don't need my bra showing and i was wearing a nude bra when i tried this on and you can see everything. this is fine to layer in cooler temps  but now in our horrible summers where that's the last thing i wish to do.    - the only plus i can tell you is it's tts and the fabric is so comfortable and feels great on the skin. however ,Knits
0,"I ordered my normal size and found that this top runs large. i wanted to tie the front ties tighter to accentuate my waist  but even so it was still quite loose. the fabric is very stretchy and thin  and the top was longer on me than pictured in the model. for reference  i am 5'-7"" 155lbs  usually wear a medium/8 in a top. this medium was too large.",Knits
0,I had this shirt in mauve and loved it so i ordered it in navy. i love the lightweight material. i love the way it fits. however - all the seams are sewn  quite obviously  inside out. only after i received the navy shirt  where it is extremely obvious  did i check the mauve one. those seams are also inside out but done in a much tidier fashion so that it wasn't really noticable. i was unhappy with the sloppiness of the seams on the navy shirt but  because i love the style and the fit  i kept it.,Knits
0,"If you are like me and your shoulders are broader than your hips  the boat-neck on this won't be too wide on you. ---------- i am normally a m or l in retailer tops  and went with the m  and i have very large biceps. if you're broad-shouldered but have smaller arms  i would recommended sizing down a size. ---------- i have a very long torso and didn't find this to be too short...but i love jeans with a 10"" rise. if you are going to pair this with low or medium (8.5"") rise jeans  then yes  you will",Knits
0,I'm not sure i recommend this shirt but i did purchase the plum yesterday. i'm always always a m and had to size down to an xs on this one. that's how large it was! even the xs had plenty of room; i'm 5'6 145 lbs 36b for reference. the material look like it will stretch out even further but i got it anyway. it was on sale plus 25% off and for that price i can use it for casual days on the weekends. it's comfortable on and loved the lace detail.,Knits
1,I just got this shirt the other day  and already love it. it fits like a basic tee  but the details on the sleeves and back are really cute. the shape is loose at the bottom  which makes this really comfortable.  my only complaint is it's a little tight across the back  but this does not hurt the overall fit and comfort of the top. this is a little thicker than a tee shirt too  so the quality feels nice.,Knits
1,"This is the sort of top i love to find at retailer. it's versatile because the fabric is comfortable enough to wear everyday and the lace gives it a dressy  feminine feel. i love the navy because the white behind it shows up the lace beautifully. the yellow behind the white is also very pretty. it's fuller than it looks in the product shots. even in an xxs  it's long on me at 5'4"" but it's fine. not sure i can wear with shorts because of the length but good with a mini. the neck is also a little h",Knits
1,I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over  and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadn't been for that it's a comfy and cute casual top,Knits
1,I purchased in white. the material is a little thinner than i like  but the material is soft. runs tts over all. the arms are long-but i like this in a t-shirt. i will probably pick up another color in this shirt.,Knits
1,I got the pink version to layer with spring clothes. i always wear a medium  but sized down to a small based on the other review. the seams are very flattering. the material is very soft. on sale  the price is reasonable.,Knits
1,Love this versatile cardigan  have both blue & orange colors & they're beautiful. it's light weight yet cozy. true to size but the sleeves are a little snug so if you like roomier sleeves size up.,Knits
1,Bought this on sale and wore it to work yesterday with black skinny pants and leopard flats with a big gold necklace. i'm busty and have to be careful with peplum styles  but this one does well.,Knits
1,Loved this top when i first saw it online and when it arrived it didn't disappoint at all. dress it up or down.,Knits
1,I purchased the purple motif in petite size small. it hits just the right length for me  but i can see that if i were any larger chested  it might be an issue. (for reference  i'm a 32d  5'4  112lb.) it's very forgiving on the tummy area  without looking bulky (other moms know what i'm talking about and understand my appreciation for this). the shirt is also a nice quality  really comfortable  and it's easy to wear with jeans  shorts  skirts  etc.  making it a welcome versatile piece.,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
1,"I always go w/ black  but deviated this time & so glad i did! quality fabric  not sheer at all. a great layering piece and new staple for the wardrobe. fits tts  sm (i'm 5'2""  109lbs)",Layering
1,Noce color as well  only gave one less star due to thin you could see my bra quality (it was pink and i tried on the grey). otherwise  nice and soft. regular size a little long and long sleeves  but sold out n petite :-(,Layering
1,I ordered the black and white shirt thinking it was polka dots  but turned out to be stars instead which was even cuter. fits true to size and is very soft and comfortable. my first thought after trying it on was that i should have ordered another one!,Layering
1,Classic tank with the perfect fit!  soft aqua perfect for summer.  fit is very true to size!,Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
1,"I purchased the pink top and really like it. it will be a ""go-to"". the material is light but not skimpy  and it has a nice drape to it. the length is good for me (5'4"") and it fits tts.",Layering
1,I have these in many different colors  some with stripes. very versatile and i wear them all year around.holds well through the washing. love these tank top.,Layering
1,I bought this on sale and at the sale price it is a steal. great style  feel  and fit. maybe wouldn't feel as good about it at full price  but wish i had one is every color!,Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Super itchy! had to return.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,These are the perfect leggings. they're so soft  and they don't stretch and droop throughout a day of wearing them. i ordered the grey and moss  and they have different textures  which is fun.,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,I just go these socks in one of my beauty boxes!!! there is nothing like a new pair of socks. they feel amazing no matter what you do. these are ultra soft and in-line with other slipper socks i have tried with the grippies on the bottom. i like the color black style (actually  i like all the new styles at retailer right now)  and i didn't think i would like the higher tabs in the back but it turns out i love them to make sure the sock is covering my whole ankle when i put my shoes on. the,Legwear
1,These are my new favorite leggings. they have everything i need - soft waist band that doesn't squeeze me at all  not overly long  subtle ribbed texture (black pair) that make them feel just a little nicer  and most importantly they are not see thru at all. so soft on the inside too. and this price is nuts too  i'm so happy with these!,Legwear
1,These are both adorable and practical?they're versatile enough to dress up or down  and they are just warm enough for fall temperatures. these will definitely be my go-to tights this season.,Legwear
1,These socks feel amazing-i have them in both colors.  you would be surprised at the softness of these socks  yet they are slightly thicker than normal dress socks. i have weird toenails that tend to pierce through the tops of socks so a thicker sock is something that is very attractive to me. i feel like these would last a long time  with the bonus of making my feet feel like they are at the spa-these socks are soft?  these socks do not stay on my thigh so i have to use a garter and wear them li,Legwear
1,I love these cozy  fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.,Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,From quality  to design  and overall comfort...these leggings have it all. they are so so soft and feel and look amazing on. i bought the black and i love the ribbed detailing. it's just enough to add a little something. i ended up buying the other two colors and another pair of black! for the price it's more than worth it.,Legwear
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,Tried this twice in yellow because for the price it seems like it would be such a useful piece  but the quality is below average for an retailer dress. it's just a shapeless  thin  beach cover-up that i could've picked up anywhere. the yellow color is so cute though. if you're looking for a light  breezy  go-to-the-beach dress that you can shove in a bag with your towel  this might be good for you  but it's too thin for just about anything else.,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
0,I thought this tank would be so cute and comfy for my daily walks  but it's completely see through.  i sized down one size based on a review from another website and it fits ok  but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker  this would be the perfect tank.  unless your planning on layering this  i wouldn't recommend.,Lounge
0,This hoodie is beautiful  soft and flattering. but the soft fabric pilled badly after one wearing and it's probably going to look ratty after a few washings. i might accept pilling in a $30 sweatshirt but not at this price. i don't really want to take it back but i will. (i've complained to retailer employees in the past about other clothes pilling and poor quality  and they've always said i could bring it back),Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
0,I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large  and this is concerning because what if it is big in a weird way because i'm usually a large?,Lounge
0,I'm still on the fence about these. i realize they got great reviews but i thought they would be a bit thicker. they just feel too flimsy and too much like i'm ready for bed. i was looking for more lounge pants that i felt like if i needed to run up to the store on a saturday afternoon that i wasn't wearing pjs. i just can't get past that. they are totally cute but i was definitely looking for more summer lounge-wear.    i ordered the small which fit fine. i wear 4-6 in retailer pants. i got the p,Lounge
0,These leggings were way longer and darker then appeared on model.   they also were see through or beige color when stretched across hip.  especially for the high cost  there are much better althleisure leggings on the market.,Lounge
0,I purchased this  and it ended up sitting in my closet for a couple of weeks. i bought it in the green  and i felt it did nothing to enhance my figure. it's kind of a boring design. i like the cowl neck (rare on a tunic) and the sleeve details. the colors don't seem to go well with standard black leggings. overall  unimpressed.,Lounge
0,So  this dress is extremely comfortable  but it's just really awkward. i am on the fence about keeping it  my husband loves it and thinks i should. it just draws attention to the belly  so any issues after having kids  is very noticeable. not to mention the huge cutouts for the arms. very comfortable  but not sure if i will keep it.,Lounge
0,"Nice weight and loved the design  but the inside was what i loved the most. it doesn't show in the photos  but the zipper is a light blue and the fabric is double-sided  so the inside is lined with light blue flowers on a darker blue background. cute detail! the only drawback was the length of the sleeves. they were about 2"" too long...and i have long arms! there wasn't enough stretch in band of the sleeve to keep them up once you pushed them up. the only other option i came up with was to fold",Lounge
1,Love these pants -- the colors  style  fit. however  this is the second pair of retailer active pants i've ordered that i've discovered had a hole in them. these are not cheap pants  so the poor quality is inexcusable.,Lounge
1,"My new favorite cozy and stylish ""go-to"" piece for everything from park with the kiddos to mat class to impromptu financial meetings.",Lounge
1,Very flattering cut.  very loose & flowy.  runs a little big for a small but fits well for someone who sometimes fits medium depending on the cut.  i need to wear a bralette with this top.,Lounge
